CNN,streetname,from_st,to_st,addrange,limits,from_cnn,to_cnn
1659000,30TH AVE,SANTIAGO ST,TARAVAL ST,2300 - 2399,SANTIAGO ST to TARAVAL ST (2300 - 2399),23284000,23283000
11620000,SANTIAGO ST,29TH AVE,30TH AVE,1800 - 1899,29TH AVE to 30TH AVE (1800 - 1899),23285000,23284000
1625000,29TH AVE,SANTIAGO ST,TARAVAL ST,2300 - 2399,SANTIAGO ST to TARAVAL ST (2300 - 2399),23285000,23282000
11062000,RIVERA ST,29TH AVE,30TH AVE,1900 - 1999,29TH AVE to 30TH AVE (1900 - 1999),23286000,23287000
1624000,29TH AVE,RIVERA ST,SANTIAGO ST,2200 - 2299,RIVERA ST to SANTIAGO ST (2200 - 2299),23286000,23285000
11063000,RIVERA ST,30TH AVE,31ST AVE,2000 - 2099,30TH AVE to 31ST AVE (2000 - 2099),23287000,23391000
1658000,30TH AVE,RIVERA ST,SANTIAGO ST,2200 - 2299,RIVERA ST to SANTIAGO ST (2200 - 2299),23287000,23284000
10863000,QUINTARA ST,27TH AVE,28TH AVE,1800 - 1899,27TH AVE to 28TH AVE (1800 - 1899),23288000,23289000
1558000,27TH AVE,QUINTARA ST,RIVERA ST,2100 - 2199,QUINTARA ST to RIVERA ST (2100 - 2199),23288000,23279000
10864000,QUINTARA ST,28TH AVE,29TH AVE,1900 - 1999,28TH AVE to 29TH AVE (1900 - 1999),23289000,23291000
1592000,28TH AVE,QUINTARA ST,RIVERA ST,2100 - 2199,QUINTARA ST to RIVERA ST (2100 - 2199),23289000,23281000
10100000,PACHECO ST,28TH AVE,29TH AVE,2400 - 2499,28TH AVE to 29TH AVE (2400 - 2499),23290000,23293000
1591000,28TH AVE,PACHECO ST,QUINTARA ST,2000 - 2099,PACHECO ST to QUINTARA ST (2000 - 2099),23290000,23289000
10865000,QUINTARA ST,29TH AVE,30TH AVE,2000 - 2099,29TH AVE to 30TH AVE (2000 - 2099),23291000,23292000
1623000,29TH AVE,QUINTARA ST,RIVERA ST,2100 - 2199,QUINTARA ST to RIVERA ST (2100 - 2199),23291000,23286000
10866000,QUINTARA ST,30TH AVE,31ST AVE,2100 - 2199,30TH AVE to 31ST AVE (2100 - 2199),23292000,23397000
1657000,30TH AVE,QUINTARA ST,RIVERA ST,2100 - 2199,QUINTARA ST to RIVERA ST (2100 - 2199),23292000,23287000
10101000,PACHECO ST,29TH AVE,30TH AVE,2500 - 2599,29TH AVE to 30TH AVE (2500 - 2599),23293000,23399000
1622000,29TH AVE,PACHECO ST,QUINTARA ST,2000 - 2099,PACHECO ST to QUINTARA ST (2000 - 2099),23293000,23291000
5284000,EUCALYPTUS DR,SPRINGFIELD DR,EVERGLADE DR,1575 - 1699,SPRINGFIELD DR to EVERGLADE DR (1575 - 1699),23298000,23301000
12055000,SPRINGFIELD DR,OCEAN AVE,EUCALYPTUS DR,100 - 199,OCEAN AVE to EUCALYPTUS DR (100 - 199),23299000,23298000
9865000,OCEAN AVE,SPRINGFIELD DR,EVERGLADE DR,4100 - 4199,SPRINGFIELD DR to EVERGLADE DR (4100 - 4199),23299000,23300000
5350000,EVERGLADE DR,OCEAN AVE,EUCALYPTUS DR,100 - 199,OCEAN AVE to EUCALYPTUS DR (100 - 199),23300000,23301000
9866000,OCEAN AVE,EVERGLADE DR,HAVENSIDE DR,4200 - 4299,EVERGLADE DR to HAVENSIDE DR (4200 - 4299),23300000,23303000
5351000,EVERGLADE DR,EUCALYPTUS DR,GELLERT DR,200 - 299,EUCALYPTUS DR to GELLERT DR (200 - 299),23301000,23136000
5285000,EUCALYPTUS DR,EVERGLADE DR,HAVENSIDE DR,1700 - 1730,EVERGLADE DR to HAVENSIDE DR (1700 - 1730),23301000,23302000
5286000,EUCALYPTUS DR,HAVENSIDE DR,WESTMOORLAND DR,1729 - 1765,HAVENSIDE DR to WESTMOORLAND DR (1729 - 1765),23302000,23305000
9867000,OCEAN AVE,HAVENSIDE DR,WESTMOORLAND DR,4300 - 4399,HAVENSIDE DR to WESTMOORLAND DR (4300 - 4399),23303000,23306000
6784000,HAVENSIDE DR,OCEAN AVE,EUCALYPTUS DR,100 - 199,OCEAN AVE to EUCALYPTUS DR (100 - 199),23303000,23302000
4147000,CLEARFIELD DR,EUCALYPTUS DR,GELLERT DR,150 - 195,EUCALYPTUS DR to GELLERT DR (150 - 195),23304000,28260000
5287000,EUCALYPTUS DR,WESTMOORLAND DR,CLEARFIELD DR,1766 - 1799,WESTMOORLAND DR to CLEARFIELD DR (1766 - 1799),23305000,23304000
9868000,OCEAN AVE,WESTMOORLAND DR,CLEARFIELD DR,4400 - 4499,WESTMOORLAND DR to CLEARFIELD DR (4400 - 4499),23306000,23307000
13587000,WESTMOORLAND DR,OCEAN AVE,EUCALYPTUS DR,100 - 199,OCEAN AVE to EUCALYPTUS DR (100 - 199),23306000,23305000
9869000,OCEAN AVE,CLEARFIELD DR,MORNINGSIDE DR,4500 - 4599,CLEARFIELD DR to MORNINGSIDE DR (4500 - 4599),23307000,23309000
4146000,CLEARFIELD DR,OCEAN AVE,EUCALYPTUS DR,100 - 151,OCEAN AVE to EUCALYPTUS DR (100 - 151),23307000,23304000
8045101,LAKE MERCED BLVD,SUNSET BLVD,CLEARFIELD DR,300 - 398,SUNSET BLVD to CLEARFIELD DR (300 - 398) -- EAST --,23308000,33508000
8045201,LAKE MERCED BLVD,SUNSET BLVD,CLEARFIELD DR,301 - 399,SUNSET BLVD to CLEARFIELD DR (301 - 399) -- WEST --,23308000,33508000
9379000,MORNINGSIDE DR,OCEAN AVE,GELLERT DR,100 - 299,OCEAN AVE to GELLERT DR (100 - 299),23309000,28261000
9870000,OCEAN AVE,MORNINGSIDE DR,GELLERT DR,4600 - 4650,MORNINGSIDE DR to GELLERT DR (4600 - 4650),23309000,23310000
6120000,GELLERT DR,OCEAN AVE,MORNINGSIDE DR,100 - 299,OCEAN AVE to MORNINGSIDE DR (100 - 299),23310000,28261000
9871000,OCEAN AVE,GELLERT DR,SUNSET BLVD,4651 - 4674,GELLERT DR to SUNSET BLVD (4651 - 4674),23310000,23313000
12290201,SUNSET BLVD,OCEAN AVE,LAKE MERCED BLVD,3100 - 3298,OCEAN AVE to LAKE MERCED BLVD (3100 - 3298) -- WEST --,23313000,23308000
9872000,OCEAN AVE,SUNSET BLVD,LAKESHORE DR,4675 - 4699,SUNSET BLVD to LAKESHORE DR (4675 - 4699),23313000,23314000
12290101,SUNSET BLVD,OCEAN AVE,LAKE MERCED BLVD,3101 - 3299,OCEAN AVE to LAKE MERCED BLVD (3101 - 3299) -- EAST --,23313000,23308000
9873000,OCEAN AVE,LAKESHORE DR,COUNTRY CLUB DR,4700 - 4799,LAKESHORE DR to COUNTRY CLUB DR (4700 - 4799),23314000,23318000
8055000,LAKESHORE DR,OCEAN AVE,COUNTRY CLUB DR,Jan-99,OCEAN AVE to COUNTRY CLUB DR (1 - 99),23314000,23315000
8056000,LAKESHORE DR,COUNTRY CLUB DR,BONNIE BRAE LN,100 - 199,COUNTRY CLUB DR to BONNIE BRAE LN (100 - 199),23315000,23316000
4465000,COUNTRY CLUB DR,LAKESHORE DR,COUNTRY CLUB DR,Jan-37,LAKESHORE DR to COUNTRY CLUB DR (1 - 37),23315000,23317000
8057000,LAKESHORE DR,BONNIE BRAE LN,BERKSHIRE WAY \ LAKE MERCED BLVD,200 - 299,BONNIE BRAE LN to BERKSHIRE WAY \ LAKE MERCED BLVD (200 - 299),23316000,23329000
4466000,COUNTRY CLUB DR,COUNTRY CLUB DR,BONNIE BRAE LN,30 - 99,COUNTRY CLUB DR to BONNIE BRAE LN (30 - 99),23317000,23327000
4471000,COUNTRY CLUB DR,OCEAN AVE,HUNTINGTON DR,400 - 460,OCEAN AVE to HUNTINGTON DR (400 - 460),23318000,33511000
4470000,COUNTRY CLUB DR,HUNTINGTON DR,OCEAN AVE,383 - 401,HUNTINGTON DR to OCEAN AVE (383 - 401),23319000,23318000
8080000,LANCASTER LN,COUNTRY CLUB DR,LAKESHORE DR,Jan-99,COUNTRY CLUB DR to LAKESHORE DR (1 - 99),23321000,33509000
4469000,COUNTRY CLUB DR,LANCASTER LN,HUNTINGTON DR,300 - 382,LANCASTER LN to HUNTINGTON DR (300 - 382),23321000,23319000
11944201,SKYLINE BLVD,JOHN MUIR DR,FORT FUNSTON RD,600 - 698,JOHN MUIR DR to FORT FUNSTON RD (600 - 698) -- WEST --,23323000,33710000
11944102,SKYLINE BLVD,JOHN MUIR DR,OLYMPIC COUNTRY CLUB RD,599 - 699,JOHN MUIR DR to OLYMPIC COUNTRY CLUB RD (599 - 699) -- EAST --,23323000,54170000
6674000,HARDING RD,SKYLINE BLVD,END: 1-99 BLOCK,Jan-99,SKYLINE BLVD to END: 1-99 BLOCK (1 - 99),23325000,51165000
11942000,SKYLINE BLVD,HARDING RD,GREAT HWY,400 - 499,HARDING RD to GREAT HWY (400 - 499),23325000,33521000
4467000,COUNTRY CLUB DR,BONNIE BRAE LN,BERKSHIRE WAY \ BROOKHAVEN LN,100 - 199,BONNIE BRAE LN to BERKSHIRE WAY \ BROOKHAVEN LN (100 - 199),23327000,23328000
3011000,BONNIE BRAE LN,COUNTRY CLUB DR,LAKESHORE DR,Jan-99,COUNTRY CLUB DR to LAKESHORE DR (1 - 99),23327000,23316000
2939000,BERKSHIRE WAY,BROOKHAVEN LN \ COUNTRY CLUB DR,LAKE MERCED BLVD \ LAKESHORE DR,Jan-99,BROOKHAVEN LN \ COUNTRY CLUB DR to LAKE MERCED BLVD \ LAKESHORE DR (1 - 99),23328000,23329000
4468000,COUNTRY CLUB DR,BERKSHIRE WAY \ BROOKHAVEN LN,LANCASTER LN,200 - 299,BERKSHIRE WAY \ BROOKHAVEN LN to LANCASTER LN (200 - 299),23328000,23321000
8044000,LAKE MERCED BLVD,BERKSHIRE WAY \ LAKESHORE DR,SUNSET BLVD,200 - 299,BERKSHIRE WAY \ LAKESHORE DR to SUNSET BLVD (200 - 299),23329000,23308000
8058000,LAKESHORE DR,BERKSHIRE WAY \ LAKE MERCED BLVD,LANCASTER LN,300 - 389,BERKSHIRE WAY \ LAKE MERCED BLVD to LANCASTER LN (300 - 389),23329000,33509000
11941000,SKYLINE BLVD,ZOO RD,HARDING RD,300 - 399,ZOO RD to HARDING RD (300 - 399),23331000,23325000
14011000,ZOO RD,ARMORY DR,END: 0-0 BLOCK,0 - 0,ARMORY DR to END: 0-0 BLOCK (0 - 0),23332000,53007000
13797000,ZOO RD,ARMORY DR,SKYLINE BLVD,200 - 299,ARMORY DR to SKYLINE BLVD (200 - 299),23332000,23331000
2456000,ARMORY DR,ZOO RD,END: 1-99 BLOCK,1 - 100,ZOO RD to END: 1-99 BLOCK (1 - 100),23332000,52077000
12053000,SPRINGFIELD DR,SLOAT BLVD,EMERALD LN,Jan-37,SLOAT BLVD to EMERALD LN (1 - 37),23334000,33506000
11956104,SLOAT BLVD,SPRINGFIELD DR,CONSTANSO WAY \ EVERGLADE DR,1451 - 1499,SPRINGFIELD DR to CONSTANSO WAY \ EVERGLADE DR (1451 - 1499) -- SOUTH --,23334000,23335000
11957101,SLOAT BLVD,CONSTANSO WAY \ EVERGLADE DR,LAKESHORE PLZ,1501 - 1599,CONSTANSO WAY \ EVERGLADE DR to LAKESHORE PLZ (1501 - 1599) -- SOUTH --,23335000,33724000
5348000,EVERGLADE DR,CONSTANSO WAY \ SLOAT BLVD,EMERALD LN,Jan-36,CONSTANSO WAY \ SLOAT BLVD to EMERALD LN (1 - 36),23335000,33505000
11957201,SLOAT BLVD,CONSTANSO WAY \ EVERGLADE DR,LAKESHORE PLZ,1500 - 1628,CONSTANSO WAY \ EVERGLADE DR to LAKESHORE PLZ (1500 - 1628) -- NORTH --,23335000,33724000
5247000,ESCONDIDO AVE,CONSTANSO WAY,34TH AVE,Jan-99,CONSTANSO WAY to 34TH AVE (1 - 99),23336000,23337000
4361000,CONSTANSO WAY,ESCONDIDO AVE,EVERGLADE DR \ SLOAT BLVD,40 - 75,ESCONDIDO AVE to EVERGLADE DR \ SLOAT BLVD (40 - 75),23336000,23335000
1763000,34TH AVE,ESCONDIDO AVE,CLEARFIELD DR \ SLOAT BLVD,2850 - 2899,ESCONDIDO AVE to CLEARFIELD DR \ SLOAT BLVD (2850 - 2899),23337000,23338000
11959201,SLOAT BLVD,34TH AVE \ CLEARFIELD DR,35TH AVE,1700 - 1748,34TH AVE \ CLEARFIELD DR to 35TH AVE (1700 - 1748) -- NORTH --,23338000,23358000
11959101,SLOAT BLVD,34TH AVE \ CLEARFIELD DR,SUNSET BLVD OFF RAMP,1701 - 1749,34TH AVE \ CLEARFIELD DR to SUNSET BLVD OFF RAMP (1701 - 1749) -- SOUTH --,23338000,32892000
4144000,CLEARFIELD DR,34TH AVE \ SLOAT BLVD,MORNINGSIDE DR,5-Jan,34TH AVE \ SLOAT BLVD to MORNINGSIDE DR (1 - 5),23338000,33530000
13756000,YORBA ST,34TH AVE,EASEMENT,2300 - 2350,34TH AVE to EASEMENT (2300 - 2350),23340000,32900000
1762000,34TH AVE,YORBA ST,ESCONDIDO AVE,2800 - 2849,YORBA ST to ESCONDIDO AVE (2800 - 2849),23340000,23337000
4522000,CRESTLAKE DR,YORBA ST,34TH AVE \ WAWONA ST,500 - 599,YORBA ST to 34TH AVE \ WAWONA ST (500 - 599),23341000,23342000
13755000,YORBA ST,CRESTLAKE DR,34TH AVE,2200 - 2299,CRESTLAKE DR to 34TH AVE (2200 - 2299),23341000,23340000
13487000,WAWONA ST,34TH AVE \ CRESTLAKE DR,35TH AVE,2300 - 2399,34TH AVE \ CRESTLAKE DR to 35TH AVE (2300 - 2399),23342000,23363000
1761000,34TH AVE,CRESTLAKE DR \ WAWONA ST,YORBA ST,2700 - 2799,CRESTLAKE DR \ WAWONA ST to YORBA ST (2700 - 2799),23342000,23340000
13485000,WAWONA ST,ESCOLTA WAY,33RD AVE,2145 - 2198,ESCOLTA WAY to 33RD AVE (2145 - 2198),23343000,23350000
5246000,ESCOLTA WAY,31ST AVE,WAWONA ST,100 - 199,31ST AVE to WAWONA ST (100 - 199),23344000,23343000
13257000,VICENTE ST,31ST AVE,32ND AVE,2000 - 2099,31ST AVE to 32ND AVE (2000 - 2099),23345000,23347000
1697000,31ST AVE,VICENTE ST,ESCOLTA WAY,2600 - 2699,VICENTE ST to ESCOLTA WAY (2600 - 2699),23345000,23344000
12808000,ULLOA ST,31ST AVE,32ND AVE,3000 - 3099,31ST AVE to 32ND AVE (3000 - 3099),23346000,23348000
1696000,31ST AVE,ULLOA ST,VICENTE ST,2500 - 2599,ULLOA ST to VICENTE ST (2500 - 2599),23346000,23345000
13258000,VICENTE ST,32ND AVE,33RD AVE,2100 - 2199,32ND AVE to 33RD AVE (2100 - 2199),23347000,23349000
12809000,ULLOA ST,32ND AVE,33RD AVE,3100 - 3199,32ND AVE to 33RD AVE (3100 - 3199),23348000,23353000
1720000,32ND AVE,ULLOA ST,VICENTE ST,2500 - 2599,ULLOA ST to VICENTE ST (2500 - 2599),23348000,23347000
1740000,33RD AVE,VICENTE ST,WAWONA ST,2600 - 2699,VICENTE ST to WAWONA ST (2600 - 2699),23349000,23350000
13259000,VICENTE ST,33RD AVE,34TH AVE,2200 - 2299,33RD AVE to 34TH AVE (2200 - 2299),23349000,23352000
13486000,WAWONA ST,33RD AVE,34TH AVE \ CRESTLAKE DR,2169 - 2299,33RD AVE to 34TH AVE \ CRESTLAKE DR (2169 - 2299),23350000,23342000
13260000,VICENTE ST,34TH AVE,35TH AVE,2300 - 2399,34TH AVE to 35TH AVE (2300 - 2399),23352000,23372000
1760000,34TH AVE,VICENTE ST,CRESTLAKE DR \ WAWONA ST,2600 - 2699,VICENTE ST to CRESTLAKE DR \ WAWONA ST (2600 - 2699),23352000,23342000
12810000,ULLOA ST,33RD AVE,34TH AVE,3200 - 3299,33RD AVE to 34TH AVE (3200 - 3299),23353000,23355000
1739000,33RD AVE,ULLOA ST,VICENTE ST,2500 - 2599,ULLOA ST to VICENTE ST (2500 - 2599),23353000,23349000
12409000,TARAVAL ST,33RD AVE,34TH AVE,2300 - 2399,33RD AVE to 34TH AVE (2300 - 2399),23354000,23356000
1738000,33RD AVE,TARAVAL ST,ULLOA ST,2400 - 2499,TARAVAL ST to ULLOA ST (2400 - 2499),23354000,23353000
12811000,ULLOA ST,34TH AVE,35TH AVE,3300 - 3399,34TH AVE to 35TH AVE (3300 - 3399),23355000,23374000
1759000,34TH AVE,ULLOA ST,VICENTE ST,2500 - 2599,ULLOA ST to VICENTE ST (2500 - 2599),23355000,23352000
12410000,TARAVAL ST,34TH AVE,35TH AVE,2400 - 2499,34TH AVE to 35TH AVE (2400 - 2499),23356000,23375000
1758000,34TH AVE,TARAVAL ST,ULLOA ST,2400 - 2499,TARAVAL ST to ULLOA ST (2400 - 2499),23356000,23355000
13758000,YORBA ST,35TH AVE,36TH AVE,2400 - 2499,35TH AVE to 36TH AVE (2400 - 2499),23357000,23361000
1785000,35TH AVE,YORBA ST,EASEMENT,2800 - 2848,YORBA ST to EASEMENT (2800 - 2848),23357000,32901000
11959202,SLOAT BLVD,35TH AVE,36TH AVE,1750 - 1798,35TH AVE to 36TH AVE (1750 - 1798) -- NORTH --,23358000,32891000
13759000,YORBA ST,36TH AVE,SUNSET BLVD,2500 - 2549,36TH AVE to SUNSET BLVD (2500 - 2549),23361000,23366000
1818000,36TH AVE,YORBA ST,SLOAT BLVD,2800 - 2899,YORBA ST to SLOAT BLVD (2800 - 2899),23361000,32891000
13488000,WAWONA ST,35TH AVE,36TH AVE,2400 - 2499,35TH AVE to 36TH AVE (2400 - 2499),23363000,23364000
1784000,35TH AVE,WAWONA ST,YORBA ST,2700 - 2799,WAWONA ST to YORBA ST (2700 - 2799),23363000,23357000
13489000,WAWONA ST,36TH AVE,SUNSET BLVD,2500 - 2549,36TH AVE to SUNSET BLVD (2500 - 2549),23364000,23367000
1817000,36TH AVE,WAWONA ST,YORBA ST,2700 - 2799,WAWONA ST to YORBA ST (2700 - 2799),23364000,23361000
13761000,YORBA ST,37TH AVE,38TH AVE,2600 - 2699,37TH AVE to 38TH AVE (2600 - 2699),23365000,23370000
1842000,37TH AVE,YORBA ST,SLOAT BLVD,2800 - 2899,YORBA ST to SLOAT BLVD (2800 - 2899),23365000,32903000
12289102,SUNSET BLVD,YORBA ST,SUNSET BLVD ON RAMP,2801 - 2899,YORBA ST to SUNSET BLVD ON RAMP (2801 - 2899) -- EAST --,23366000,32898000
12289101,SUNSET BLVD,WAWONA ST,YORBA ST,2701 - 2799,WAWONA ST to YORBA ST (2701 - 2799) -- EAST --,23367000,23366000
12289201,SUNSET BLVD,WAWONA ST,YORBA ST,2700 - 2798,WAWONA ST to YORBA ST (2700 - 2798) -- WEST --,23367000,33563000
13490000,WAWONA ST,SUNSET BLVD,37TH AVE,2550 - 2599,SUNSET BLVD to 37TH AVE (2550 - 2599),23367000,23369000
13491000,WAWONA ST,37TH AVE,38TH AVE,2600 - 2699,37TH AVE to 38TH AVE (2600 - 2699),23369000,23371000
1841000,37TH AVE,WAWONA ST,YORBA ST,2700 - 2799,WAWONA ST to YORBA ST (2700 - 2799),23369000,23365000
13762000,YORBA ST,38TH AVE,39TH AVE,2700 - 2799,38TH AVE to 39TH AVE (2700 - 2799),23370000,23424000
13492000,WAWONA ST,38TH AVE,39TH AVE,2700 - 2799,38TH AVE to 39TH AVE (2700 - 2799),23371000,23427000
1863000,38TH AVE,WAWONA ST,YORBA ST,2700 - 2799,WAWONA ST to YORBA ST (2700 - 2799),23371000,23370000
1783000,35TH AVE,VICENTE ST,WAWONA ST,2600 - 2699,VICENTE ST to WAWONA ST (2600 - 2699),23372000,23363000
13261000,VICENTE ST,35TH AVE,36TH AVE,2400 - 2499,35TH AVE to 36TH AVE (2400 - 2499),23372000,23373000
13262000,VICENTE ST,36TH AVE,SUNSET BLVD,2500 - 2549,36TH AVE to SUNSET BLVD (2500 - 2549),23373000,23378000
1816000,36TH AVE,VICENTE ST,WAWONA ST,2600 - 2699,VICENTE ST to WAWONA ST (2600 - 2699),23373000,23364000
12812000,ULLOA ST,35TH AVE,36TH AVE,3400 - 3499,35TH AVE to 36TH AVE (3400 - 3499),23374000,23376000
1782000,35TH AVE,ULLOA ST,VICENTE ST,2500 - 2599,ULLOA ST to VICENTE ST (2500 - 2599),23374000,23372000
12411000,TARAVAL ST,35TH AVE,36TH AVE,2500 - 2599,35TH AVE to 36TH AVE (2500 - 2599),23375000,23377000
1781000,35TH AVE,TARAVAL ST,ULLOA ST,2400 - 2499,TARAVAL ST to ULLOA ST (2400 - 2499),23375000,23374000
12813000,ULLOA ST,36TH AVE,SUNSET BLVD,3500 - 3549,36TH AVE to SUNSET BLVD (3500 - 3549),23376000,23383000
1815000,36TH AVE,ULLOA ST,VICENTE ST,2500 - 2599,ULLOA ST to VICENTE ST (2500 - 2599),23376000,23373000
12412000,TARAVAL ST,36TH AVE,SUNSET BLVD,2600 - 2649,36TH AVE to SUNSET BLVD (2600 - 2649),23377000,23384000
1814000,36TH AVE,TARAVAL ST,ULLOA ST,2400 - 2499,TARAVAL ST to ULLOA ST (2400 - 2499),23377000,23376000
12288201,SUNSET BLVD,VICENTE ST,WAWONA ST,2600 - 2698,VICENTE ST to WAWONA ST (2600 - 2698) -- WEST --,23378000,23367000
13263000,VICENTE ST,SUNSET BLVD,37TH AVE,2550 - 2599,SUNSET BLVD to 37TH AVE (2550 - 2599),23378000,23379000
12288101,SUNSET BLVD,VICENTE ST,WAWONA ST,2601 - 2699,VICENTE ST to WAWONA ST (2601 - 2699) -- EAST --,23378000,23367000
13264000,VICENTE ST,37TH AVE,38TH AVE,2600 - 2699,37TH AVE to 38TH AVE (2600 - 2699),23379000,23381000
1840000,37TH AVE,VICENTE ST,WAWONA ST,2600 - 2699,VICENTE ST to WAWONA ST (2600 - 2699),23379000,23369000
12815000,ULLOA ST,37TH AVE,38TH AVE,3600 - 3699,37TH AVE to 38TH AVE (3600 - 3699),23380000,23382000
1839000,37TH AVE,ULLOA ST,VICENTE ST,2500 - 2599,ULLOA ST to VICENTE ST (2500 - 2599),23380000,23379000
13265000,VICENTE ST,38TH AVE,39TH AVE,2700 - 2799,38TH AVE to 39TH AVE (2700 - 2799),23381000,23435000
1862000,38TH AVE,VICENTE ST,WAWONA ST,2600 - 2699,VICENTE ST to WAWONA ST (2600 - 2699),23381000,23371000
12816000,ULLOA ST,38TH AVE,39TH AVE,3700 - 3799,38TH AVE to 39TH AVE (3700 - 3799),23382000,23436000
1861000,38TH AVE,ULLOA ST,VICENTE ST,2500 - 2599,ULLOA ST to VICENTE ST (2500 - 2599),23382000,23381000
12814000,ULLOA ST,SUNSET BLVD,37TH AVE,3550 - 3599,SUNSET BLVD to 37TH AVE (3550 - 3599),23383000,23380000
12287101,SUNSET BLVD,ULLOA ST,VICENTE ST,2501 - 2599,ULLOA ST to VICENTE ST (2501 - 2599) -- EAST --,23383000,23378000
12287201,SUNSET BLVD,ULLOA ST,VICENTE ST,2500 - 2598,ULLOA ST to VICENTE ST (2500 - 2598) -- WEST --,23383000,23378000
12286201,SUNSET BLVD,TARAVAL ST,ULLOA ST,2400 - 2498,TARAVAL ST to ULLOA ST (2400 - 2498) -- WEST --,23384000,23383000
12286101,SUNSET BLVD,TARAVAL ST,ULLOA ST,2401 - 2499,TARAVAL ST to ULLOA ST (2401 - 2499) -- EAST --,23384000,23383000
12413000,TARAVAL ST,SUNSET BLVD,37TH AVE,2650 - 2699,SUNSET BLVD to 37TH AVE (2650 - 2699),23384000,23385000
1838000,37TH AVE,TARAVAL ST,ULLOA ST,2400 - 2499,TARAVAL ST to ULLOA ST (2400 - 2499),23385000,23380000
12414000,TARAVAL ST,37TH AVE,38TH AVE,2700 - 2799,37TH AVE to 38TH AVE (2700 - 2799),23385000,23386000
12415000,TARAVAL ST,38TH AVE,39TH AVE,2800 - 2899,38TH AVE to 39TH AVE (2800 - 2899),23386000,23439000
1860000,38TH AVE,TARAVAL ST,ULLOA ST,2400 - 2499,TARAVAL ST to ULLOA ST (2400 - 2499),23386000,23382000
12407000,TARAVAL ST,31ST AVE,32ND AVE,2100 - 2199,31ST AVE to 32ND AVE (2100 - 2199),23387000,23389000
1695000,31ST AVE,TARAVAL ST,ULLOA ST,2400 - 2499,TARAVAL ST to ULLOA ST (2400 - 2499),23387000,23346000
11622000,SANTIAGO ST,31ST AVE,32ND AVE,2000 - 2099,31ST AVE to 32ND AVE (2000 - 2099),23388000,23390000
1694000,31ST AVE,SANTIAGO ST,TARAVAL ST,2300 - 2399,SANTIAGO ST to TARAVAL ST (2300 - 2399),23388000,23387000
12408000,TARAVAL ST,32ND AVE,33RD AVE,2200 - 2299,32ND AVE to 33RD AVE (2200 - 2299),23389000,23354000
1719000,32ND AVE,TARAVAL ST,ULLOA ST,2400 - 2499,TARAVAL ST to ULLOA ST (2400 - 2499),23389000,23348000
11623000,SANTIAGO ST,32ND AVE,33RD AVE,2100 - 2199,32ND AVE to 33RD AVE (2100 - 2199),23390000,23393000
1718000,32ND AVE,SANTIAGO ST,TARAVAL ST,2300 - 2399,SANTIAGO ST to TARAVAL ST (2300 - 2399),23390000,23389000
11064000,RIVERA ST,31ST AVE,32ND AVE,2100 - 2199,31ST AVE to 32ND AVE (2100 - 2199),23391000,23392000
1693000,31ST AVE,RIVERA ST,SANTIAGO ST,2200 - 2299,RIVERA ST to SANTIAGO ST (2200 - 2299),23391000,23388000
11065000,RIVERA ST,32ND AVE,33RD AVE,2200 - 2299,32ND AVE to 33RD AVE (2200 - 2299),23392000,23395000
1717000,32ND AVE,RIVERA ST,SANTIAGO ST,2200 - 2299,RIVERA ST to SANTIAGO ST (2200 - 2299),23392000,23390000
11624000,SANTIAGO ST,33RD AVE,34TH AVE,2200 - 2299,33RD AVE to 34TH AVE (2200 - 2299),23393000,23394000
1737000,33RD AVE,SANTIAGO ST,TARAVAL ST,2300 - 2399,SANTIAGO ST to TARAVAL ST (2300 - 2399),23393000,23354000
11625000,SANTIAGO ST,34TH AVE,35TH AVE,2300 - 2399,34TH AVE to 35TH AVE (2300 - 2399),23394000,23404000
1757000,34TH AVE,SANTIAGO ST,TARAVAL ST,2300 - 2399,SANTIAGO ST to TARAVAL ST (2300 - 2399),23394000,23356000
11066000,RIVERA ST,33RD AVE,34TH AVE,2300 - 2399,33RD AVE to 34TH AVE (2300 - 2399),23395000,23396000
1736000,33RD AVE,RIVERA ST,SANTIAGO ST,2200 - 2299,RIVERA ST to SANTIAGO ST (2200 - 2299),23395000,23393000
11067000,RIVERA ST,34TH AVE,35TH AVE,2400 - 2499,34TH AVE to 35TH AVE (2400 - 2499),23396000,23406000
1756000,34TH AVE,RIVERA ST,SANTIAGO ST,2200 - 2299,RIVERA ST to SANTIAGO ST (2200 - 2299),23396000,23394000
10867000,QUINTARA ST,31ST AVE,32ND AVE,2200 - 2299,31ST AVE to 32ND AVE (2200 - 2299),23397000,23398000
1692000,31ST AVE,QUINTARA ST,RIVERA ST,2100 - 2199,QUINTARA ST to RIVERA ST (2100 - 2199),23397000,23391000
10868000,QUINTARA ST,32ND AVE,33RD AVE,2300 - 2399,32ND AVE to 33RD AVE (2300 - 2399),23398000,23401000
1716000,32ND AVE,QUINTARA ST,RIVERA ST,2100 - 2199,QUINTARA ST to RIVERA ST (2100 - 2199),23398000,23392000
10102000,PACHECO ST,30TH AVE,31ST AVE,2600 - 2699,30TH AVE to 31ST AVE (2600 - 2699),23399000,23400000
1656000,30TH AVE,PACHECO ST,QUINTARA ST,2000 - 2099,PACHECO ST to QUINTARA ST (2000 - 2099),23399000,23292000
